id,title,doi,year,source,url,abstract,authors,journal,query_bucket,doi_norm
10.4337/9781035314799.00014,Index,10.4337/9781035314799.00014,2023,crossref,https://doi.org/10.4337/9781035314799.00014,,Richard G. Liskov,U.S. Insurance Regulation,insurance_base,10.4337/9781035314799.00014
10.1057/s41288-023-00294-w,New advances on cyber risk and cyber insurance,10.1057/s41288-023-00294-w,2023,crossref,https://doi.org/10.1057/s41288-023-00294-w,,Martin Boyer; Martin Eling,The Geneva Papers on Risk and Insurance - Issues and Practice,insurance_base,10.1057/s41288-023-00294-w
10.1257/rct.11628-1.0,Accident prevention and loss inflation in insurance: Theory and experiment,10.1257/rct.11628-1.0,2023,crossref,https://doi.org/10.1257/rct.11628-1.0,,Loan Nguyen; Eberhard Feess; Ilan Noy,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11628-1.0
10.4337/9781802205893.00023,Systemic risk regulation: evolving approaches in insurance,10.4337/9781802205893.00023,2023,crossref,https://doi.org/10.4337/9781802205893.00023,,Jeremy C. Kress; Patricia A McCoy; Daniel Schwarcz,Research Handbook on International Insurance Law and Regulation,insurance_base,10.4337/9781802205893.00023
10.5958/2395-146x.2023.00097.2,Weekly and monthly thumb rule models for formulating the weather based insurance schemes for rice in Punjab,10.5958/2395-146x.2023.00097.2,2023,crossref,https://doi.org/10.5958/2395-146x.2023.00097.2,,Yogesh Kumar; Prabhjyot Kaur; Jaspal Singh,Agricultural Research Journal,insurance_base,10.5958/2395-146x.2023.00097.2
10.1111/rmir.12244,Historical pricing variability in immediate and deferred income annuities,10.1111/rmir.12244,2023,crossref,https://doi.org/10.1111/rmir.12244,,David Blanchett; Branislav Nikolic,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12244
10.1016/j.insmatheco.2023.06.004,Corrigendum and addendum to “Range Value-at-Risk bounds for unimodal distributions under partial information” [Insurance: Math. Econ. 94 (2020) 9–24],10.1016/j.insmatheco.2023.06.004,2023,crossref,https://doi.org/10.1016/j.insmatheco.2023.06.004,,Carole Bernard; Rodrigue Kazzi; Steven Vanduffel,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2023.06.004
10.1016/j.crm.2023.100544,Assessing the impact of sowing dates and ENSO in a drought index-based insurance for soybean,10.1016/j.crm.2023.100544,2023,crossref,https://doi.org/10.1016/j.crm.2023.100544,,Daniel Perondi; Clyde W. Fraisse; Jonathan A. Watson; Kenneth J. Boote; Lincoln Zotarelli; Ray G. Huffaker,Climate Risk Management,insurance_base,10.1016/j.crm.2023.100544
10.1111/jori.12438,Do insurers use internal capital markets to manage regulatory scrutiny risk?,10.1111/jori.12438,2023,crossref,https://doi.org/10.1111/jori.12438,"AbstractEmpirical evidence suggests that insurance groups allocate capital to members with better performance or growth prospects and use internal capital markets (ICMs) to protect the franchise value of less capitalized members. We propose and test an additional motivation for the use of ICMs—to manage regulatory scrutiny risk. We show that almost 50% of insurers at risk of facing additional regulatory scrutiny due to failing four Insurance Regulatory Information System (IRIS) ratios received sufficient internal capital to avoid enhanced regulation. Moreover, the likelihood and extent of internal capital allocation are related to regulatory scrutiny risk and the amount of capital allocated is typically just enough to avoid regulatory scrutiny. Time series evidence indicates that groups manage regulatory scrutiny risk by allocating capital toward affiliates when their pre‐capital contribution IRIS ratio failures exceed three, and away from affiliates when they are no longer at risk of additional regulatory scrutiny.",Stephen G. Fier; Andre P. Liebenberg,Journal of Risk and Insurance,insurance_base,10.1111/jori.12438
10.4324/9781003274735-10,Insurance and risk,10.4324/9781003274735-10,2023,crossref,https://doi.org/10.4324/9781003274735-10,,Carlos Vargas,Sustainable Finance Fundamentals,insurance_base,10.4324/9781003274735-10
10.1628/978-3-16-162996-9,Insuring Premium Risk in Competitive Health Insurance Markets,10.1628/978-3-16-162996-9,2023,crossref,https://doi.org/10.1628/978-3-16-162996-9,"Auf privatwirtschaftlich organisierten Krankenversicherungsmärkten wird die Prämie entsprechend des individuellen Risikos erhoben. Verschlechtert sich der Gesundheitszustand einer Person, so besteht die Gefahr, dass die Prämie angehoben wird. Die Person sieht sich einer unsicheren Prämie gegenüber. Mathias Kifmann untersucht, wie dieses Prämienrisiko auf wettbewerblich organisierten Krankenversicherungsmärkten versichert werden kann. Drei grundsätzliche Möglichkeiten der Absicherung werden analysiert und verglichen. In einer vertiefenden theoretischen Analyse untersucht der Autor Reformmöglichkeiten der privaten und der gesetzlichen Krankenversicherung.",Mathias Kifmann,,insurance_base,10.1628/978-3-16-162996-9
10.1057/s41288-023-00297-7,Assessing U.S. insurance firms' climate change impact and response,10.1057/s41288-023-00297-7,2023,crossref,https://doi.org/10.1057/s41288-023-00297-7,,Aparna Gupta; Abena Owusu; Jue Wang,The Geneva Papers on Risk and Insurance - Issues and Practice,insurance_base,10.1057/s41288-023-00297-7
10.1111/jori.12450,Building resilience in cybersecurity: An artificial lab approach,10.1111/jori.12450,2023,crossref,https://doi.org/10.1111/jori.12450,"AbstractBased on classical contagion models we introduce an artificial cyber lab: the digital twin of a complex cyber system in which possible cyber resilience measures may be implemented and tested. Using the lab, in numerical case studies, we identify two classes of measures to control systemic cyber risks: security‐ and topology‐based interventions. We discuss the implications of our findings on selected real‐world cybersecurity measures currently applied in the insurance and regulation practice or under discussion for future cyber risk control. To this end, we provide a brief overview of the current cybersecurity regulation and emphasize the role of insurance companies as private regulators. Moreover, from an insurance point of view, we provide first attempts to design systemic cyber risk obligations and to measure the systemic risk contribution of individual policyholders.",Kerstin Awiszus; Yannick Bell; Jan Lüttringhaus; Gregor Svindland; Alexander Voß; Stefan Weber,Journal of Risk and Insurance,insurance_base,10.1111/jori.12450
10.2139/ssrn.4562432,Honey-at-Risk: Honey Production Modeling via Factor Copulae with an application to Optimal Trigger Calibration for Weather-Indexed Insurance Contracts,10.2139/ssrn.4562432,2023,crossref,https://doi.org/10.2139/ssrn.4562432,,Alessio Brini; Ginevra  Virginia Lombardi; Elia Smaniotto; Giacomo Toscano,SSRN Electronic Journal,insurance_base,10.2139/ssrn.4562432
10.1257/rct.11628,Accident prevention and loss inflation in insurance: Theory and experiment,10.1257/rct.11628,2023,crossref,https://doi.org/10.1257/rct.11628,,Loan Nguyen; Eberhard Feess; Ilan Noy,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11628
10.1002/9781394167944.index,Index,10.1002/9781394167944.index,2023,crossref,https://doi.org/10.1002/9781394167944.index,,,The Impact of Climate Change and Sustainability Standards on the Insurance Market,insurance_base,10.1002/9781394167944.index
10.1201/9781003218371-2,The Transformation of the Risk Appetite for Sustainable Savings and Retirement Policies,10.1201/9781003218371-2,2023,crossref,https://doi.org/10.1201/9781003218371-2,,Aymeric Kalife; Ludovic Goudenège; Xiaolu Tan; Saad Mouti; Mounir Bellmane,Sustainable Life Insurance,insurance_base,10.1201/9781003218371-2
10.1093/oso/9780192865168.003.0006,Reimagining disaster insurance,10.1093/oso/9780192865168.003.0006,2023,crossref,https://doi.org/10.1093/oso/9780192865168.003.0006,"Abstract
               How relevant is the global insurance industry in a world of more frequent and severe disasters? Insurance underpins complex modern economies. For example, mortgages and home ownership depend on viable disaster insurance. We need insurance to work. Yet, as disasters increase, disaster insurance is facing potential obsolescence. This chapter proposes a way to avoid sleepwalking into a future where viable disaster insurance can no longer be taken-for-granted. Our proposal involves an expanded role for Protection Gap Entities (PGEs), moving beyond ad hoc solutions to local protection gaps, to integration within the global system of disaster insurance. This expanded role includes deep links between financial and physical resilience, increased collaboration between the government and the private sector, and shared responsibility for protection between individuals and society. Our vision is an ecosystem that has societal protection from disaster at its heart, with insurance, reimagined, as an effective servant in that ecosystem.",Paula Jarzabkowski; Konstantinos Chalkias; Eugenia Cacciatori; Rebecca Bednarek,Disaster Insurance Reimagined,insurance_base,10.1093/oso/9780192865168.003.0006
10.1111/rmir.12248,Exploring the market risk profiles of US and European stock insurers,10.1111/rmir.12248,2023,crossref,https://doi.org/10.1111/rmir.12248,"AbstractMarket risks account for an integral part of insurers' risk profiles. We explore market risk sensitivities of insurers in the United States and Europe. Based on panel regression models and daily market data from 2012 to 2018, we find that sensitivities are particularly driven by insurers' product portfolio. The influence of interest rate movements on stock returns is 60% larger for US than for European life insurers. For the former, interest rate risk is a dominant market risk with an effect that is five times larger than through corporate credit risk. For European life insurers, the sensitivity to interest rate changes is only 44% larger than toward credit default swap of government bonds, underlining the relevance of sovereign credit risk.",Nicolaus Grochola; Mark J. Browne; Helmut Gründl; Sebastian Schlütter,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12248
10.1111/jori.12417,Employer risk‐adjustment transitions with inertial consumers: Evidence from CalPERS,10.1111/jori.12417,2023,crossref,https://doi.org/10.1111/jori.12417,"AbstractRisk‐adjustment policies, which transfer money from insurers with healthy consumers to those with sick consumers, are an important tool to contend with adverse selection in health insurance markets. While the steady‐state properties of risk‐adjustment have been studied extensively, there is less evidence on the transition phase of policy implementation. We study the introduction and removal of risk‐adjustment at California Public Employees' Retirement System and show that these changes meaningfully impact premiums via plan differences in enrollee health status. Despite these premium differences, there is limited consumer resorting due to consumer inertia, though new active enrollees respond more fluidly. We show that, with inertial consumers, risk‐adjustment changes have substantial distributional consequences, leading to worse outcomes for sicker consumers when removed and vice‐versa when implemented. We estimate a model of plan choice with premium sensitivity, brand preferences, and inertia and use these estimates to study the interaction between risk‐adjustment policies and the strength of inertia.",Benjamin Handel; Nianyi Hong; Lynn M. Hua; Yuki Ito,Journal of Risk and Insurance,insurance_base,10.1111/jori.12417
10.1111/rmir.12246,Epistemic uncertainty in catastrophe models—A base level examination,10.1111/rmir.12246,2023,crossref,https://doi.org/10.1111/rmir.12246,"AbstractIn this paper, we evaluate sources of variation in the output from catastrophe models with emphasis on the epistemic uncertainty in modeled expected losses. Using building data from the 34 buildings that comprised the California Northridge campus at the time of the Northridge earthquake, we explore the sensitivity of estimated average annual losses obtained from a cat model to the quality of model input. Namely, we consider how changes in four key model assumptions—building locations, building height, construction type, and the event catalog—affect cat model loss estimates. We find that accurate information on some input variables is critical (e.g., all steel construction) and the interaction between input variables should not be discounted. Our results have important implications for insurer decisions that are informed by the output of catastrophe models—product pricing, portfolio diversification and underwriting decisions, negotiations and discussions with regulators and similar activities with capital market participants. The financial impact of improving data quality and targeting data related to key model inputs for that insurer when at scale is not trivial. As such, this paper provides an impetus for establishing and improving benchmarks for model inputs.",Patricia Born; Randy Dumm; Mark E. Johnson,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12246
10.1201/9781003218371-6,Hedging Risks Aligned with the Risk Appetite for Sustainable Savings and Retirement,10.1201/9781003218371-6,2023,crossref,https://doi.org/10.1201/9781003218371-6,,Aymeric Kalife; Ludovic Goudenège; Xiaolu Tan; Saad Mouti; Mounir Bellmane,Sustainable Life Insurance,insurance_base,10.1201/9781003218371-6
10.4337/9781802205893.00032,"Alternative risk transfer: insurance linked securities – their evolution, structures and regulation",10.4337/9781802205893.00032,2023,crossref,https://doi.org/10.4337/9781802205893.00032,,Joseph Ferraro; Jennifer Tait; David Griffiths,Research Handbook on International Insurance Law and Regulation,insurance_base,10.4337/9781802205893.00032
10.1057/s10713-023-00091-4,Lowering acquisition costs with a commission cap? Evidence from the German private health insurance market,10.1057/s10713-023-00091-4,2023,crossref,https://doi.org/10.1057/s10713-023-00091-4,"AbstractWhen consumers are neither particularly financially literate nor price sensitive, insurers have a strong incentive to pay high commissions to intermediaries for profitable new business. As a part of cost reduction regulation in the German private substitutive health insurance market, a commission cap and a minimum cancelation liability period for insurance intermediaries were introduced in 2012. Despite the fact that the commission cap lowered commissions paid to intermediaries, we provide evidence that the reform was only partly effective, as it led to a decrease in reshuffling of new business in the substitutive market, but did not significantly reduce total acquisition costs of health insurers. Our findings confirm that cost regulation is tricky and can be easily circumvented by insurers, as commission payments are only a part of total acquisition costs.",Kylie A. Braegelmann; Jörg Schiller,The Geneva Risk and Insurance Review,insurance_base,10.1057/s10713-023-00091-4
10.1111/rmir.12250,On the correlation of self‐reported and behavioral risk attitude measures: The case of the General Risk Question and the Investment Game following Gneezy and Potters (1997),10.1111/rmir.12250,2023,crossref,https://doi.org/10.1111/rmir.12250,"AbstractRisk attitudes play a pivotal role to understand economic decision‐making, and several measures are used to elicit them in the lab and survey them in the field. We provide a literature review on the most commonly used risk elicitation methods by Holt and Laury (HL) and the Investment Game (IG) by Gneezy and Potters and the General Risk Question (GRQ) utilized in the German Socioeconomic Panel. Based on the metadata from three experiments, we show that the GRQ has a robust and economically relevant association with the IG.",Christine Gaertner; Petra Steinorth,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12250
10.47191/ijmra/v6-i6-13,Consolidation and Credit Access Risk in Rural Nigeria: Impact Assessment after a Decade of Implementation.,10.47191/ijmra/v6-i6-13,2023,crossref,https://doi.org/10.47191/ijmra/v6-i6-13,"This study examines the effect of consolidation of Deposit Money Banks (DMBs) on credit access risk in rural areas of Nigeria after a decade of the consolidation exercise. Secondary data on total value of credits to rural areas was obtained from the CBN bulletin for the period 1994 to 2014. This period includes 10 years of pre consolidation and 10 years of post-consolidation. Mann Whitney U test was used in analysing the data to test for significant difference in the total credit to rural areas before and after consolidation in Nigeria. The result revealed that there was a significant increase in access to DMBs’ credit by rural customers of DMBs in the post consolidation era when compared to the pre-consolidation era. The result may be is explained by the role of technology in banking. It is recommended amongst others that government should provide infrastructures like good access roads to the rural areas, electricity and support investments in Information and Communication Technology (ICT) in the rural areas as this will encourage the penetration of financial services into the hinterlands.",; Uduakobong Inyang; Aniekan Etim Basse; ; Daniel Okeke Chukwudi; ; Francis Aniefiok Bassey; ,International Journal of Multidisciplinary Research and Analysis,insurance_base,10.47191/ijmra/v6-i6-13
10.2139/ssrn.4456354,"Insuring Peace: Index-Based Livestock Insurance, Droughts, and Conflict",10.2139/ssrn.4456354,2023,crossref,https://doi.org/10.2139/ssrn.4456354,,Kai Gehring; Paul Schaudt,SSRN Electronic Journal,insurance_base,10.2139/ssrn.4456354
10.1111/rmir.12245,Organizational resilience as a key property of enterprise risk management in response to novel and severe crisis events,10.1111/rmir.12245,2023,crossref,https://doi.org/10.1111/rmir.12245,"AbstractThe COVID‐19 pandemic represented a novel risk event. Research on similar past crises identified risk culture and leadership as properties of effective enterprise risk management to enable companies to respond “like a rubber ball” to such events. The focus of this paper is on the question of how enterprise risk management (ERM) can develop such resilience. A comprehensive literature review was undertaken to enrich the ERM framework with insights from organizational resilience theory, resource and dynamic capability theory and system psychodynamic thinking, addressing the human dynamics at play when coping with such a crisis. It was complemented by a global empirical study among C‐level executives in insurance on the management of the COVID‐19 pandemic. Some key insights were identified: a learning culture, a strong system permeability, a clear purpose, strong leadership to ensure alignment and autonomy of teams and a culture of trust, where employees feel safe, but also dare to take courageous steps to benefit from the crisis. While the newly developed organizational resilience framework identifies the key themes, the organizational resilience map provides guidance on how to develop organizational resilience. This paper enables researchers and practitioners to identify key themes to render a company more resilient to unforeseen risk events.",Patrick Dahmen,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12245
10.1057/s10713-023-00084-3,Empirical analyses of selection and welfare in insurance markets: a self-indulgent survey,10.1057/s10713-023-00084-3,2023,crossref,https://doi.org/10.1057/s10713-023-00084-3,,Liran Einav; Amy Finkelstein,The Geneva Risk and Insurance Review,insurance_base,10.1057/s10713-023-00084-3
10.1201/9781003218371-5,Designing Products Aligned with the Risk Appetite for Sustainable Savings and Retirement,10.1201/9781003218371-5,2023,crossref,https://doi.org/10.1201/9781003218371-5,,Aymeric Kalife; Ludovic Goudenège; Xiaolu Tan; Saad Mouti; Mounir Bellmane,Sustainable Life Insurance,insurance_base,10.1201/9781003218371-5
10.5958/2277-6621.2023.00003.8,Risk bearing capacity of farmers and their coverage under insurance - A study of national agriculture insurance scheme,10.5958/2277-6621.2023.00003.8,2023,crossref,https://doi.org/10.5958/2277-6621.2023.00003.8,,Geetika Gahlot,Asian Journal of Research in Marketing,insurance_base,10.5958/2277-6621.2023.00003.8
10.1002/9781394167944.ch23,Sustainable Solutions for Insurance and Risk Management,10.1002/9781394167944.ch23,2023,crossref,https://doi.org/10.1002/9781394167944.ch23,,Harret Kaur; Kiran Sood; Uma Shankar Yadav; Simon Grima,The Impact of Climate Change and Sustainability Standards on the Insurance Market,insurance_base,10.1002/9781394167944.ch23
10.1093/oso/9780192865168.003.0001,Protection Gap Entities,10.1093/oso/9780192865168.003.0001,2023,crossref,https://doi.org/10.1093/oso/9780192865168.003.0001,"Abstract
               As the climate crisis and other geopolitical factors make disasters more frequent and severe, disasters are becoming increasingly uninsurable. Without insurance to pay for reconstruction after fires, floods, and terrorist attacks, people suffer, and economies are set back. In response, many countries have established “Protection Gap Entities” (PGEs), organizations and schemes to keep disaster insurance available. PGEs rebalance the tensions (paradoxes) at the heart of insurance: who controls the insurance market (the private sector or government); how much is known about the risk (too little or too much); and who should pay (individuals or society). This chapter is accessible for those who have never heard of PGEs or thought about disaster insurance. We explain why PGEs are vital in adapting to an increasingly disaster-prone world. Our alternative view of the tensions PGEs face will also provoke thought for insurers and risk professionals concerned about the challenges of insuring disasters.",Paula Jarzabkowski; Konstantinos Chalkias; Eugenia Cacciatori; Rebecca Bednarek,Disaster Insurance Reimagined,insurance_base,10.1093/oso/9780192865168.003.0001
10.1111/jori.12423,Do pension buyouts help or hurt employees (retirees)?,10.1111/jori.12423,2023,crossref,https://doi.org/10.1111/jori.12423,"AbstractThis article compares expected pension default losses of employees and retirees before and after pension buyouts. The comparisons are made using a stochastic model calibrated with market data. The analysis shows that the lower protection level provided by the State Guarantee Association relative to that of the Pension Benefit Guaranty Corporation (PBGC) is a critical factor that explains the welfare reduction, or equivalently, larger expected pension default losses, of most retirees who become annuity holders in the buyouts. The analysis also shows that the employee welfare, or equivalently expected pension default gains or losses, depends on the continued PBGC protection and, critically, their employers' postbuyout default risk and pension funding status. Moreover, these employee welfare changes are quite different for the corporations included in this analysis. Our results suggest that welfare improvements depend on the PBGC and state insurance regulators' cooperation in protecting pension participants and supervising buyout insurers.",Yijia Lin; Richard D. MacMinn; Tianxiang Shi,Journal of Risk and Insurance,insurance_base,10.1111/jori.12423
10.1257/rct.11253,Evaluating the Impact of Village Insurance Savings Accounts and Women's Assets and Savings,10.1257/rct.11253,2023,crossref,https://doi.org/10.1257/rct.11253,,Michael R Carter; Kelvin Shikuku; Julian Arteaga,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11253
10.1111/ajae.12375,Optimal index insurance and basis risk decomposition: an application to Kenya,10.1111/ajae.12375,2023,crossref,https://doi.org/10.1111/ajae.12375,"AbstractIndex insurance is a promising tool to reduce the risk faced by farmers, but high basis risk, which arises from imperfect correlation between the index and individual farm yields, has limited its adoption to date. Improving adoption will require reducing one or both of the two fundamental sources of basis risk: the intrinsic heterogeneity within an insurance zone (zonal risk), and the lack of predictive accuracy of the index (design risk). Previous work has focused mostly on design risk, conflating the quality of the index with the quality of the zone. Consequently, there is currently no way to distinguish a “good index in a bad zone” from a “bad index in a good zone”. Here we investigate the relative roles of zonal and design risk, with two main contributions. First, using a formal decomposition of basis risk, we show that the optimal index is the first principal component of the correlation matrix of yields between fields. This provides a simple upper bound on the insurable basis risk that any index can reach within a given zone. Second, we use 10 m resolution satellite data on maize yields in Kenya to provide the first large‐scale empirical analysis of the extent of zonal versus design risk. Our results show a strong local heterogeneity in yields, underscoring the challenge of implementing index insurance in smallholder systems and the potential benefits of low‐cost yield measurement approaches that can enable more local definitions of insurance zones.",Matthieu Stigler; David Lobell,American Journal of Agricultural Economics,insurance_base,10.1111/ajae.12375
10.1016/j.insmatheco.2023.05.008,Conditional mean risk sharing of losses at occurrence time in the compound Poisson surplus model,10.1016/j.insmatheco.2023.05.008,2023,crossref,https://doi.org/10.1016/j.insmatheco.2023.05.008,,Michel Denuit; Christian Y. Robert,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2023.05.008
10.1515/apjri-2023-0032,Estimating Risk Relativity of Driving Records using Generalized Additive Models: A Statistical Approach for Auto Insurance Rate Regulation,10.1515/apjri-2023-0032,2023,crossref,https://doi.org/10.1515/apjri-2023-0032,"Abstract
               Studying driving records (DR) and assessing their risk relativity is crucial for auto insurance rate regulation. Typically, the evaluation of DR involves estimating risk using empirical loss cost or modeling approaches such as Generalized Linear Models (GLM). This article presents a novel methodology employing Generalized Additive Models (GAM) to estimate the risk relativity of DR. By treating the integer level of DR as a continuous variable, the proposed method offers enhanced flexibility and practicality in evaluating the associated risk. Extending the linear model to GAM is a critical advancement that harnesses advanced statistical methods in actuarial practice, providing a more statistically robust application of the proposed approach. Moreover, the integration of functional patterns with Class or Territory enables the investigation of statistical evidence supporting the existence of associations between risk factors. This approach helps address the issue of potential double penalties in insurance pricing and calls for a statistical solution to overcome this challenge. Our study demonstrates that utilizing the GAM approach yields a more balanced estimation of DR relativity, thereby reducing discrimination among different DR levels. This finding highlights the potential of this statistical method to improve fairness and accuracy in auto insurance rate making and regulation.",Shengkun Xie,Asia-Pacific Journal of Risk and Insurance,insurance_base,10.1515/apjri-2023-0032
10.1111/rmir.12243,What is an InsurTech? A scientific approach for defining the term,10.1111/rmir.12243,2023,crossref,https://doi.org/10.1111/rmir.12243,"AbstractThe insurance sector has been transformed as a result of the impact of InsurTech. However, although InsurTech has become a highly relevant concept in recent years, there has yet to be an agreed‐upon meaning of InsurTech. Therefore, it is necessary to establish a solid definition that provides a clear understanding of the term InsurTech. For this purpose, an essential study of the complete scientific production has been carried out through the results obtained for InsurTech in the most relevant databases up to December 31, 2021. This paper aims to define the term InsurTech considering all the contributions made by scholars in the existing academic literature. The research methodology has consisted of an extensive systematic literature review merged with a comprehensive analysis of the nature of the definitions of InsurTech through a three‐stage procedure. A total of 111 academic articles referring to InsurTech have been found. Based on a rigorous analysis and building on the common elements of the 17 meanings provided by the academics, a definition of Insurtech from a scientific approach has been presented. Finally, the nuances of this definition for an Insurtech to be considered as such are discussed and explained.",Iván Sosa Gómez; Óscar Montes Pineda,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12243
10.1002/9781394167944.ch16,Impact of Climate‐Disruptive Industries on the Global Insurance and Risk Management Scenario,10.1002/9781394167944.ch16,2023,crossref,https://doi.org/10.1002/9781394167944.ch16,,Kirandeep Kaur; Kiran Sood; Simon Grima,The Impact of Climate Change and Sustainability Standards on the Insurance Market,insurance_base,10.1002/9781394167944.ch16
10.2307/jj.2430752.15,INDEX,10.2307/jj.2430752.15,2023,crossref,https://doi.org/10.2307/jj.2430752.15,,,"Competition, Regulation, and the Public Interest in Nonlife Insurance",insurance_base,10.2307/jj.2430752.15
10.1016/j.insmatheco.2023.05.001,Asymptotic properties of generalized shortfall risk measures for heavy-tailed risks,10.1016/j.insmatheco.2023.05.001,2023,crossref,https://doi.org/10.1016/j.insmatheco.2023.05.001,,Tiantian Mao; Gilles Stupfler; Fan Yang,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2023.05.001
10.2139/ssrn.4369669,Deposit Insurance and Bank Risk-Taking,10.2139/ssrn.4369669,2023,crossref,https://doi.org/10.2139/ssrn.4369669,,Carolina Lopez-Quiles; Matic Petricek,,insurance_base,10.2139/ssrn.4369669
10.2139/ssrn.4330522,Impact of Climate Risk on the Insurance Industry,10.2139/ssrn.4330522,2023,crossref,https://doi.org/10.2139/ssrn.4330522,,Sonjai Kumar,SSRN Electronic Journal,insurance_base,10.2139/ssrn.4330522
10.35808/ijfirm/341,Is National Health Insurance Feasible for Saudi Healthcare Services? A Qualitative Study,10.35808/ijfirm/341,2023,crossref,https://doi.org/10.35808/ijfirm/341,,Sharifa; Azimatun; Abdulaziz,"International Journal of Finance, Insurance and Risk Management",insurance_base,10.35808/ijfirm/341
10.1257/rct.11274,LINKING FINANCIAL AND AGRICULTURAL INNOVATIONS FOR WOMEN FARMERS RESILIENCE IN NIGERIA,10.1257/rct.11274,2023,crossref,https://doi.org/10.1257/rct.11274,,Opeyemi Ayinde; Mario Miranda; Gbadebo Olaoye; kayode Ayinde; Kemi Omotesho,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11274
10.1108/afr-09-2022-0115,Systematic process for crop insurance development: area-yield rice insurance with machine learning technology implementation in Thailand,10.1108/afr-09-2022-0115,2023,crossref,https://doi.org/10.1108/afr-09-2022-0115,"PurposeThis paper presents the systematic process framework to develop the suitable crop insurance for each agriculture farming region which has individual differences of associated crop, climate condition, including applicable technology to be implemented in crop insurance practice. This paper also studies the adoption of new insurance scheme to assess the willingness to join crop insurance program.Design/methodology/approachCrop insurance development has been performed through IDDI conceptual framework to illustrate the specific crop insurance diagram. Area-yield insurance as a type of index-based insurance advantages on reducing basis risk, adverse selection and moral hazard. This paper therefore aims to develop area-yield crop insurance, at a provincial level, focusing on rice insurance scheme for the protection of flood. The diagram demonstrates the structure of area-yield rice insurance associates with selected machine learning algorithm to evaluate indemnity payment and premium assessment applicable for Jasmine 105 rice farming in Ubon Ratchathani province. Technology acceptance model (TAM) is used for new insurance adoption testing.FindingsThe framework produces the visibly informative structure of crop insurance. Random Forest is the algorithm that gives high accuracy for specific collected data for rice farming in Ubon Ratchathani province to evaluate the rice production to calculate an indemnity payment. TAM shows that the level of adoption is high.Originality/valueThis paper originates the framework to generate the viable crop insurance that suitable to individual farming and contributes the idea of technology implementation in the new service of crop insurance scheme.",Krish Sethanand; Thitivadee Chaiyawat; Chupun Gowanit,Agricultural Finance Review,insurance_base,10.1108/afr-09-2022-0115
10.1257/rct.11253-1.1,The Impact of Village Insurance Savings Accounts on Women's Assets and Savings,10.1257/rct.11253-1.1,2023,crossref,https://doi.org/10.1257/rct.11253-1.1,,Michael R Carter; Kelvin Shikuku; Julian Arteaga,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11253-1.1
10.5609/jsis.2023.663_89,Consideration of Livelihood Risk Preparedness of Low-Income Households,10.5609/jsis.2023.663_89,2023,crossref,https://doi.org/10.5609/jsis.2023.663_89,,Yutaka Taniguchi; Tadayoshi Otsuka,Hokengakuzasshi (JOURNAL of INSURANCE SCIENCE),insurance_base,10.5609/jsis.2023.663_89
10.1257/rct.11253-1.0,Evaluating the Impact of Village Insurance Savings Accounts and Women's Assets and Savings,10.1257/rct.11253-1.0,2023,crossref,https://doi.org/10.1257/rct.11253-1.0,,Michael R Carter; Kelvin Shikuku; Julian Arteaga,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11253-1.0
10.2139/ssrn.4408588,Do Index Insurance Programs Live Up to Their Promises? Aggregating Evidence from Multiple Experiments,10.2139/ssrn.4408588,2023,crossref,https://doi.org/10.2139/ssrn.4408588,,Pauline Castaing; Jules Gazeaud,,insurance_base,10.2139/ssrn.4408588
10.1111/rmir.12254,InsurTech in the United States and Germany—What are the drivers behind the different business models?,10.1111/rmir.12254,2023,crossref,https://doi.org/10.1111/rmir.12254,"AbstractComparing the InsurTech ecosystems of the United States and Germany (Europe), there are significant regional differences in the choice of business models. While many InsurTechs in the United States have opted for the business model of a fully licensed insurer, this business model is much less common in Europe. In Europe, many InsurTechs seem to shy away from applying for a license as an insurer and limit themselves to the business model of a broker or a managing general agent. This paper analyzes the factors that influence an InsurTech's choice of business model when deciding whether or not to apply for an insurance license. It examines the impact of different local market environments on these decisions, as well as the role that access to venture capital plays in business model decisions and how regulators and their actions influence the decision‐making process.",Torsten Oletzky,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12254
10.1257/rct.11274-1.0,LINKING FINANCIAL AND AGRICULTURAL INNOVATIONS FOR WOMEN FARMERS RESILIENCE IN NIGERIA,10.1257/rct.11274-1.0,2023,crossref,https://doi.org/10.1257/rct.11274-1.0,,Opeyemi Ayinde; Mario Miranda; Gbadebo Olaoye; kayode Ayinde; Kemi Omotesho,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11274-1.0
