title,doi,year,source,url,abstract,authors,journal,query_bucket,doi_norm,text_blob,rct_regex,seed_label,quasi_flag,rct_ml,keep_rct,labor_signal,design_signal
Achieving development impact with complementary stress-resistant seed &amp; financial technologies (Tanzania),10.1257/rct.2702,2018,crossref,https://doi.org/10.1257/rct.2702,,Laura Paul,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2702,achieving development impact with complementary stress-resistant seed &amp; financial technologies (tanzania) na aea randomized controlled trials crossref,TRUE,,FALSE,0.898675716216875,TRUE,0,1
Achieving development impact with complementary stress-resistant seed &amp; financial technologies (Mozambique),10.1257/rct.2700-1.0,2018,crossref,https://doi.org/10.1257/rct.2700-1.0,,Jonathan Malacarne,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2700-1.0,achieving development impact with complementary stress-resistant seed &amp; financial technologies (mozambique) na aea randomized controlled trials crossref,TRUE,,FALSE,0.898675716216875,TRUE,0,1
Achieving development impact with complementary stress-resistant seed &amp; financial technologies (Mozambique),10.1257/rct.2700,2018,crossref,https://doi.org/10.1257/rct.2700,,Jonathan Malacarne,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2700,achieving development impact with complementary stress-resistant seed &amp; financial technologies (mozambique) na aea randomized controlled trials crossref,TRUE,,FALSE,0.898675716216875,TRUE,0,1
Achieving development impact with complementary stress-resistant seed &amp; financial technologies (Tanzania),10.1257/rct.2702-1.0,2018,crossref,https://doi.org/10.1257/rct.2702-1.0,,Laura Paul,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2702-1.0,achieving development impact with complementary stress-resistant seed &amp; financial technologies (tanzania) na aea randomized controlled trials crossref,TRUE,,FALSE,0.898675716216875,TRUE,0,1
The Right Product at the Right Time: Weather Index Insurance Adoption in Kenya,10.1257/rct.11473-1.0,2023,crossref,https://doi.org/10.1257/rct.11473-1.0,,gachungiirene@gmail.com Gachungi; Dahyeon Jeong; Francesco Cecchi,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11473-1.0,the right product at the right time: weather index insurance adoption in kenya na aea randomized controlled trials crossref,TRUE,,FALSE,0.874355362597425,TRUE,0,1
Evaluating Demand for Multi-Season Crop Insurance: Experimental Evidence from Uganda,10.1257/rct.13377-1.0,2024,crossref,https://doi.org/10.1257/rct.13377-1.0,,Lorenzo Casaburi; Jack Willis; Sili Zhang,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13377-1.0,evaluating demand for multi-season crop insurance: experimental evidence from uganda na aea randomized controlled trials crossref,TRUE,,FALSE,0.879970211067756,TRUE,0,1
"Agent Incentives to Maximize Profits and Social Welfare
from a Catastrophic Drought Insurance?",10.1257/rct.16218,2025,crossref,https://doi.org/10.1257/rct.16218,,Karlijn Morsink; Hongdi Zhao,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.16218,"agent incentives to maximize profits and social welfare
from a catastrophic drought insurance? na aea randomized controlled trials crossref",TRUE,,FALSE,0.856599689135193,TRUE,0,1
Evaluating Demand for Multi-Season Crop Insurance: Experimental Evidence from Uganda,10.1257/rct.13377,2024,crossref,https://doi.org/10.1257/rct.13377,,Lorenzo Casaburi; Jack Willis; Sili Zhang,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13377,evaluating demand for multi-season crop insurance: experimental evidence from uganda na aea randomized controlled trials crossref,TRUE,,FALSE,0.879970211067756,TRUE,0,1
"Livestock insurance, moral hazard, and farmers’ decisions: a field experiment among hog farms in China",10.1057/s41288-019-00151-9,2019,crossref,https://doi.org/10.1057/s41288-019-00151-9,,Xudong Rao; Yuehua Zhang,The Geneva Papers on Risk and Insurance - Issues and Practice,insurance_base,10.1057/s41288-019-00151-9,"livestock insurance, moral hazard, and farmers’ decisions: a field experiment among hog farms in china na the geneva papers on risk and insurance - issues and practice crossref",TRUE,,FALSE,0.846103603480254,TRUE,0,1
Evaluating Demand for Multi-Season Crop Insurance: Experimental Evidence from Uganda,10.1257/rct.13377-2.0,2024,crossref,https://doi.org/10.1257/rct.13377-2.0,,Lorenzo Casaburi; Jack Willis; Sili Zhang,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13377-2.0,evaluating demand for multi-season crop insurance: experimental evidence from uganda na aea randomized controlled trials crossref,TRUE,,FALSE,0.879970211067756,TRUE,0,1
"Drought‐tolerant rice, weather index insurance, and comprehensive risk management for smallholders: evidence from a multi‐year field experiment in India",10.1111/1467-8489.12342,2019,crossref,https://doi.org/10.1111/1467-8489.12342,"In rainfed production systems throughout India, agricultural activities are dependent upon the summer monsoon, and any aberration in monsoon rainfall patterns can have severe consequences for rice production. There is considerable policy interest in designing programs to lower small‐scale farmers’ exposure to these types of risk given the regularity with which adverse monsoon events occur. This paper introduces a field experiment conducted with two risk management options in the state of Odisha: a drought‐tolerant rice cultivar; and a weather index insurance product designed to complement the performance of the cultivar. Uptake rates for the cultivar itself and for the joint product are compared across two years alongside an analysis of factors that predict uptake. Results indicate high levels of demand for both the products, albeit with a significant degree of price sensitivity. But this sensitivity is agnostic to the nature of price reductions, suggesting that public investments that lower the costs of risk management may be sufficient to encourage broad uptake, without necessarily relying upon distortionary subsidies as is so often done. Sustained demand between years one and two is primarily explained where individuals were indemnified in year one and had a large number of peers also purchasing the product.",Patrick S. Ward; Simrin Makhija; David J. Spielman,Australian Journal of Agricultural and Resource Economics,insurance_base,10.1111/1467-8489.12342,"drought‐tolerant rice, weather index insurance, and comprehensive risk management for smallholders: evidence from a multi‐year field experiment in india in rainfed production systems throughout india, agricultural activities are dependent upon the summer monsoon, and any aberration in monsoon rainfall patterns can have severe consequences for rice production. there is considerable policy interest in designing programs to lower small‐scale farmers’ exposure to these types of risk given the regularity with which adverse monsoon events occur. this paper introduces a field experiment conducted with two risk management options in the state of odisha: a drought‐tolerant rice cultivar; and a weather index insurance product designed to complement the performance of the cultivar. uptake rates for the cultivar itself and for the joint product are compared across two years alongside an analysis of factors that predict uptake. results indicate high levels of demand for both the products, albeit with a significant degree of price sensitivity. but this sensitivity is agnostic to the nature of price reductions, suggesting that public investments that lower the costs of risk management may be sufficient to encourage broad uptake, without necessarily relying upon distortionary subsidies as is so often done. sustained demand between years one and two is primarily explained where individuals were indemnified in year one and had a large number of peers also purchasing the product. australian journal of agricultural and resource economics crossref",TRUE,,FALSE,0.845451238563986,TRUE,0,1
"Agent Incentives to Maximize Profits and Social Welfare
from a Catastrophic Drought Insurance?",10.1257/rct.16218-1.0,2025,crossref,https://doi.org/10.1257/rct.16218-1.0,,Karlijn Morsink; Hongdi Zhao,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.16218-1.0,"agent incentives to maximize profits and social welfare
from a catastrophic drought insurance? na aea randomized controlled trials crossref",TRUE,,FALSE,0.856599689135193,TRUE,0,1
Efficient randomized quasi-Monte Carlo methods for portfolio market risk,10.1016/j.insmatheco.2017.07.001,2017,crossref,https://doi.org/10.1016/j.insmatheco.2017.07.001,,Halis Sak; İsmail Başoğlu,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2017.07.001,efficient randomized quasi-monte carlo methods for portfolio market risk na insurance: mathematics and economics crossref,TRUE,,FALSE,0.719133985196633,TRUE,0,1
Informal Groups and Health Insurance Take-up Evidence from a Field Experiment,10.1016/j.worlddev.2017.08.001,2018,crossref,https://doi.org/10.1016/j.worlddev.2017.08.001,,Matthieu Chemin,World Development,insurance_base,10.1016/j.worlddev.2017.08.001,informal groups and health insurance take-up evidence from a field experiment na world development crossref,TRUE,,FALSE,0.836572698707093,TRUE,0,1
"Risk, Complexity, and the Demand for Agricultural Insurance: Evidence from a Lab Experiment in Ghana",10.1257/rct.12876,2024,crossref,https://doi.org/10.1257/rct.12876,,Ashish Shenoy; Anujit Chakraborty; Richard Gallenstein; Jon Einar Flatnes; Mira Korb,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.12876,"risk, complexity, and the demand for agricultural insurance: evidence from a lab experiment in ghana na aea randomized controlled trials crossref",TRUE,,FALSE,0.890629383731257,TRUE,0,1
Unemployment Insurance Take-up,10.1257/rct.14468-1.0,2024,crossref,https://doi.org/10.1257/rct.14468-1.0,,Elira Kuka; Bryan Stuart,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14468-1.0,unemployment insurance take-up na aea randomized controlled trials crossref,TRUE,,FALSE,0.858952579346735,TRUE,1,1
Unemployment Insurance Take-up,10.1257/rct.14468,2024,crossref,https://doi.org/10.1257/rct.14468,,Elira Kuka; Bryan Stuart,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14468,unemployment insurance take-up na aea randomized controlled trials crossref,TRUE,,FALSE,0.858952579346735,TRUE,1,1
Limited Insurance within the Household: Evidence from a Field Experiment in Kenya,10.2139/ssrn.1282231,2008,crossref,https://doi.org/10.2139/ssrn.1282231,,Jonathan Robinson,SSRN Electronic Journal,insurance_base,10.2139/ssrn.1282231,limited insurance within the household: evidence from a field experiment in kenya na ssrn electronic journal crossref,TRUE,,FALSE,0.8576600149487,TRUE,0,1
"Risk, Complexity, and the Demand for Agricultural Insurance: Evidence from a Lab Experiment in Ghana",10.1257/rct.12876-1.0,2024,crossref,https://doi.org/10.1257/rct.12876-1.0,,Ashish Shenoy; Anujit Chakraborty; Richard Gallenstein; Jon Einar Flatnes; Mira Korb,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.12876-1.0,"risk, complexity, and the demand for agricultural insurance: evidence from a lab experiment in ghana na aea randomized controlled trials crossref",TRUE,,FALSE,0.890629383731257,TRUE,0,1
Insurance Sophistication and the Threat of Attack,10.1257/rct.13035-1.0,2024,crossref,https://doi.org/10.1257/rct.13035-1.0,,Zachary Breig; Claudio Mezzetti; Zarina Vakhitova,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13035-1.0,insurance sophistication and the threat of attack na aea randomized controlled trials crossref,TRUE,,FALSE,0.870988950335931,TRUE,0,1
Insurance Sophistication and the Threat of Attack,10.1257/rct.13035,2024,crossref,https://doi.org/10.1257/rct.13035,,Zachary Breig; Claudio Mezzetti; Zarina Vakhitova,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13035,insurance sophistication and the threat of attack na aea randomized controlled trials crossref,TRUE,,FALSE,0.870988950335931,TRUE,0,1
Demand for and impacts of mobile phone-based index insurance in agriculture: Experimental evidence from Kenya.,10.1257/rct.5170-1.0,2020,crossref,https://doi.org/10.1257/rct.5170-1.0,,William Jack; Andrew Zeitlin; Jacobus CILLIERS,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.5170-1.0,demand for and impacts of mobile phone-based index insurance in agriculture: experimental evidence from kenya. na aea randomized controlled trials crossref,TRUE,,FALSE,0.872180872395283,TRUE,0,1
Offering rainfall insurance to informal insurance groups: Evidence from a field experiment in Ethiopia,10.1016/j.jdeveco.2013.09.006,2014,crossref,https://doi.org/10.1016/j.jdeveco.2013.09.006,,Stefan Dercon; Ruth Vargas Hill; Daniel Clarke; Ingo Outes-Leon; Alemayehu Seyoum Taffesse,Journal of Development Economics,insurance_base,10.1016/j.jdeveco.2013.09.006,offering rainfall insurance to informal insurance groups: evidence from a field experiment in ethiopia na journal of development economics crossref,TRUE,,FALSE,0.864290243912996,TRUE,0,1
SEWA Wage Insurance Experiment,10.1257/rct.4240-2.0,2019,crossref,https://doi.org/10.1257/rct.4240-2.0,,Anup Malani; Grant Miller; Morgen Miller; Aprajit Mahajan; Alex Torgovitsky; Pietro Tebaldi,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.4240-2.0,sewa wage insurance experiment na aea randomized controlled trials crossref,TRUE,,FALSE,0.877910399162954,TRUE,1,1
Quality Health Care and Willingness to Pay for Health Insurance Retention: A Randomized Experiment in Kolkata Slums,10.1002/hec.3337,2016,crossref,https://doi.org/10.1002/hec.3337,,Clara Delavallade,Health Economics,insurance_base,10.1002/hec.3337,quality health care and willingness to pay for health insurance retention: a randomized experiment in kolkata slums na health economics crossref,TRUE,,FALSE,0.851513022555929,TRUE,0,1
Demand for and impacts of mobile phone-based index insurance in agriculture: Experimental evidence from Kenya.,10.1257/rct.5170,2020,crossref,https://doi.org/10.1257/rct.5170,,William Jack; Andrew Zeitlin; Jacobus CILLIERS,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.5170,demand for and impacts of mobile phone-based index insurance in agriculture: experimental evidence from kenya. na aea randomized controlled trials crossref,TRUE,,FALSE,0.872180872395283,TRUE,0,1
Timely insurance compensation and insurance adoption among women smallholders in Kenya,10.1257/rct.15731,2025,crossref,https://doi.org/10.1257/rct.15731,,Samyuktha Kannan; Francesco Cecchi,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.15731,timely insurance compensation and insurance adoption among women smallholders in kenya na aea randomized controlled trials crossref,TRUE,,FALSE,0.867473066594981,TRUE,0,1
Seeds of (climate) change:  Private adaptation and subsidized insurance in West Bengal,10.1257/rct.13781-1.1,2024,crossref,https://doi.org/10.1257/rct.13781-1.1,,Erin Kelley; Fiona Burlig; Gregory Lane; Manzoor Dar; Xavi Gine,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13781-1.1,seeds of (climate) change:  private adaptation and subsidized insurance in west bengal na aea randomized controlled trials crossref,TRUE,,FALSE,0.870143959016636,TRUE,0,1
Uptake and Impact of Interlinked Index-based Insurance with Credit and Agricultural Inputs: Experimental Evidence from Ethiopia,10.1257/rct.3504,2018,crossref,https://doi.org/10.1257/rct.3504,,Ana Marr,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.3504,uptake and impact of interlinked index-based insurance with credit and agricultural inputs: experimental evidence from ethiopia na aea randomized controlled trials crossref,TRUE,,FALSE,0.881697814709593,TRUE,0,1
Uptake and Impact of Interlinked Index-based Insurance with Credit and Agricultural Inputs: Experimental Evidence from Ethiopia,10.1257/rct.3504-1.0,2018,crossref,https://doi.org/10.1257/rct.3504-1.0,,Ana Marr,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.3504-1.0,uptake and impact of interlinked index-based insurance with credit and agricultural inputs: experimental evidence from ethiopia na aea randomized controlled trials crossref,TRUE,,FALSE,0.881697814709593,TRUE,0,1
Timely insurance compensation and insurance adoption among women smallholders in Kenya,10.1257/rct.15731-1.0,2025,crossref,https://doi.org/10.1257/rct.15731-1.0,,Samyuktha Kannan; Francesco Cecchi,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.15731-1.0,timely insurance compensation and insurance adoption among women smallholders in kenya na aea randomized controlled trials crossref,TRUE,,FALSE,0.867473066594981,TRUE,0,1
Timely insurance compensation and insurance adoption among women smallholders in Kenya,10.1257/rct.15731-1.1,2025,crossref,https://doi.org/10.1257/rct.15731-1.1,,Samyuktha Kannan; Francesco Cecchi,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.15731-1.1,timely insurance compensation and insurance adoption among women smallholders in kenya na aea randomized controlled trials crossref,TRUE,,FALSE,0.867473066594981,TRUE,0,1
"Agricultural credit, insurance, and over-indebtedness among smallholder farmers",10.1257/rct.11616,2023,crossref,https://doi.org/10.1257/rct.11616,,Berber Kramer; Patrick Ward,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11616,"agricultural credit, insurance, and over-indebtedness among smallholder farmers na aea randomized controlled trials crossref",TRUE,,FALSE,0.870519329028046,TRUE,0,1
Seeds of (climate) change:  Private adaptation and subsidized insurance in West Bengal,10.1257/rct.13781-1.2,2024,crossref,https://doi.org/10.1257/rct.13781-1.2,,Erin Kelley; Fiona Burlig; Gregory Lane; Manzoor Dar; Xavi Gine,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13781-1.2,seeds of (climate) change:  private adaptation and subsidized insurance in west bengal na aea randomized controlled trials crossref,TRUE,,FALSE,0.870143959016636,TRUE,0,1
Seeds of (climate) change:  Private adaptation and subsidized insurance in West Bengal,10.1257/rct.13781-1.0,2024,crossref,https://doi.org/10.1257/rct.13781-1.0,,Erin Kelley; Fiona Burlig; Gregory Lane; Manzoor Dar,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13781-1.0,seeds of (climate) change:  private adaptation and subsidized insurance in west bengal na aea randomized controlled trials crossref,TRUE,,FALSE,0.870143959016636,TRUE,0,1
Seeds of (climate) change:  Private adaptation and subsidized insurance in West Bengal,10.1257/rct.13781,2024,crossref,https://doi.org/10.1257/rct.13781,,Erin Kelley; Fiona Burlig; Gregory Lane; Manzoor Dar,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.13781,seeds of (climate) change:  private adaptation and subsidized insurance in west bengal na aea randomized controlled trials crossref,TRUE,,FALSE,0.870143959016636,TRUE,0,1
Do higher insurance premiums provoke larger reported losses? An experimental study,10.1111/jori.12502,2024,crossref,https://doi.org/10.1111/jori.12502,"AbstractWe investigate whether the price paid for insurance explains dishonesty in reporting an insurance claim. In our laboratory experiment, participants earn money in a real‐effort task but risk losing some of this income through one of four randomly assigned, privately observed loss amounts. Before observing their loss, participants indicate their reservation price for insurance that pays an indemnity equal to their stated loss. Participants are insured if their randomly assigned premium is less than their stated reservation price. This mechanism provides data on each participant's consumer surplus from insurance. After receiving their cash earnings minus their assigned loss in private, participants report their loss. We find that the insured report modestly but statistically insignificant larger losses than the uninsured. Among the insured, we find no clear evidence that their reporting of excess losses increases in the randomly assigned price of insurance or decreases in the consumer surplus from insurance.",William G. Morrison; Bradley J. Ruffle,Journal of Risk and Insurance,insurance_base,10.1111/jori.12502,"do higher insurance premiums provoke larger reported losses? an experimental study abstractwe investigate whether the price paid for insurance explains dishonesty in reporting an insurance claim. in our laboratory experiment, participants earn money in a real‐effort task but risk losing some of this income through one of four randomly assigned, privately observed loss amounts. before observing their loss, participants indicate their reservation price for insurance that pays an indemnity equal to their stated loss. participants are insured if their randomly assigned premium is less than their stated reservation price. this mechanism provides data on each participant's consumer surplus from insurance. after receiving their cash earnings minus their assigned loss in private, participants report their loss. we find that the insured report modestly but statistically insignificant larger losses than the uninsured. among the insured, we find no clear evidence that their reporting of excess losses increases in the randomly assigned price of insurance or decreases in the consumer surplus from insurance. journal of risk and insurance crossref",TRUE,,FALSE,0.805658446497816,TRUE,1,1
The role of information on preferences and demand for bundled index-based livestock insurance,10.1257/rct.14229-1.0,2024,crossref,https://doi.org/10.1257/rct.14229-1.0,,Kelvin Mashisia Shikuku,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14229-1.0,the role of information on preferences and demand for bundled index-based livestock insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.871836993894395,TRUE,0,1
Predictors of insurance decisions,10.1257/rct.2783-1.1,2018,crossref,https://doi.org/10.1257/rct.2783-1.1,,Marc Ragin; Johannes Jaspersen; Justin Sydnor,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2783-1.1,predictors of insurance decisions na aea randomized controlled trials crossref,TRUE,,FALSE,0.863546881174905,TRUE,0,1
"Agricultural credit, insurance, and over-indebtedness among smallholder farmers",10.1257/rct.11616-1.0,2023,crossref,https://doi.org/10.1257/rct.11616-1.0,,Berber Kramer; Patrick Ward,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.11616-1.0,"agricultural credit, insurance, and over-indebtedness among smallholder farmers na aea randomized controlled trials crossref",TRUE,,FALSE,0.870519329028046,TRUE,0,1
Internal constraints to risk-sharing and demand for insurance: A lab-in-the-field analysis in Ghana,10.1257/rct.5290-1.2000000000000002,2020,crossref,https://doi.org/10.1257/rct.5290-1.2000000000000002,,Richard Gallenstein,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.5290-1.2000000000000002,internal constraints to risk-sharing and demand for insurance: a lab-in-the-field analysis in ghana na aea randomized controlled trials crossref,TRUE,,FALSE,0.890438243981996,TRUE,0,1
Predictors of insurance decisions,10.1257/rct.2783,2018,crossref,https://doi.org/10.1257/rct.2783,,Marc Ragin; Justin Sydnor; Johannes Jaspersen; Justin Sydnor,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2783,predictors of insurance decisions na aea randomized controlled trials crossref,TRUE,,FALSE,0.863546881174905,TRUE,0,1
Internal constraints to risk-sharing and demand for insurance: A lab-in-the-field analysis in Ghana,10.1257/rct.5290-1.0,2020,crossref,https://doi.org/10.1257/rct.5290-1.0,,Richard Gallenstein,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.5290-1.0,internal constraints to risk-sharing and demand for insurance: a lab-in-the-field analysis in ghana na aea randomized controlled trials crossref,TRUE,,FALSE,0.890438243981996,TRUE,0,1
Predictors of insurance decisions,10.1257/rct.2783-1.0,2018,crossref,https://doi.org/10.1257/rct.2783-1.0,,Marc Ragin; Justin Sydnor; Johannes Jaspersen; Justin Sydnor,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.2783-1.0,predictors of insurance decisions na aea randomized controlled trials crossref,TRUE,,FALSE,0.863546881174905,TRUE,0,1
Microinsurance Demand After a Rare Flood Event: Evidence From a Field Experiment in Pakistan,10.1057/gpp.2014.8,2014,crossref,https://doi.org/10.1057/gpp.2014.8,,Ginger Turner; Farah Said; Uzma Afzal,The Geneva Papers on Risk and Insurance - Issues and Practice,insurance_base,10.1057/gpp.2014.8,microinsurance demand after a rare flood event: evidence from a field experiment in pakistan na the geneva papers on risk and insurance - issues and practice crossref,TRUE,1,FALSE,0.852377293150976,TRUE,0,1
The role of information on preferences and demand for bundled index-based livestock insurance,10.1257/rct.14229,2024,crossref,https://doi.org/10.1257/rct.14229,,Kelvin Mashisia Shikuku,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.14229,the role of information on preferences and demand for bundled index-based livestock insurance na aea randomized controlled trials crossref,TRUE,,FALSE,0.871836993894395,TRUE,0,1
Reducing Administrative Barriers Increases Take-up of Subsidized Health Insurance Coverage: Evidence from a Field Experiment,10.3386/w30885,2023,crossref,https://doi.org/10.3386/w30885,,Keith Marzilli Ericson; Timothy Layton; Adrianna McIntyre; Adam Sacarny,,insurance_base,10.3386/w30885,reducing administrative barriers increases take-up of subsidized health insurance coverage: evidence from a field experiment na na crossref,TRUE,,FALSE,0.854360872102348,TRUE,0,1
Go for It while You Can: Insurance Panel Experiment,10.1257/rct.7084-1.0,2021,crossref,https://doi.org/10.1257/rct.7084-1.0,,Borja Pérez-Viana,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7084-1.0,go for it while you can: insurance panel experiment na aea randomized controlled trials crossref,TRUE,,FALSE,0.86710767586792,TRUE,0,1
Internal constraints to risk-sharing and demand for insurance: A lab-in-the-field analysis in Ghana,10.1257/rct.5290,2020,crossref,https://doi.org/10.1257/rct.5290,,Richard Gallenstein,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.5290,internal constraints to risk-sharing and demand for insurance: a lab-in-the-field analysis in ghana na aea randomized controlled trials crossref,TRUE,,FALSE,0.890438243981996,TRUE,0,1
Detecting insurance fraud using supervised and unsupervised machine learning,10.1111/jori.12427,2023,crossref,https://doi.org/10.1111/jori.12427,"AbstractFraud is a significant issue for insurance companies, generating much interest in machine learning solutions. Although supervised learning for insurance fraud detection has long been a research focus, unsupervised learning has rarely been studied in this context, and there remains insufficient evidence to guide the choice between these branches of machine learning for insurance fraud detection. Accordingly, this study evaluates supervised and unsupervised learning using proprietary insurance claim data. Furthermore, we conduct a field experiment in cooperation with an insurance company to investigate the performance of each approach in terms of identifying new fraudulent claims. We derive several important findings. Unsupervised learning, especially isolation forests, can successfully detect insurance fraud. Supervised learning also performs strongly, despite few labeled fraud cases. Interestingly, unsupervised and supervised learning detect new fraudulent claims based on different input information. Therefore, for implementation, we suggest understanding supervised and unsupervised methods as complements rather than substitutes.",Jörn Debener; Volker Heinke; Johannes Kriebel,Journal of Risk and Insurance,insurance_base,10.1111/jori.12427,"detecting insurance fraud using supervised and unsupervised machine learning abstractfraud is a significant issue for insurance companies, generating much interest in machine learning solutions. although supervised learning for insurance fraud detection has long been a research focus, unsupervised learning has rarely been studied in this context, and there remains insufficient evidence to guide the choice between these branches of machine learning for insurance fraud detection. accordingly, this study evaluates supervised and unsupervised learning using proprietary insurance claim data. furthermore, we conduct a field experiment in cooperation with an insurance company to investigate the performance of each approach in terms of identifying new fraudulent claims. we derive several important findings. unsupervised learning, especially isolation forests, can successfully detect insurance fraud. supervised learning also performs strongly, despite few labeled fraud cases. interestingly, unsupervised and supervised learning detect new fraudulent claims based on different input information. therefore, for implementation, we suggest understanding supervised and unsupervised methods as complements rather than substitutes. journal of risk and insurance crossref",TRUE,,FALSE,0.848388162502832,TRUE,0,1
Go for It while You Can: Insurance Panel Experiment,10.1257/rct.7084-1.2000000000000002,2021,crossref,https://doi.org/10.1257/rct.7084-1.2000000000000002,,Borja Pérez-Viana,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7084-1.2000000000000002,go for it while you can: insurance panel experiment na aea randomized controlled trials crossref,TRUE,,FALSE,0.86710767586792,TRUE,0,1
Go for It while You Can: Insurance Panel Experiment,10.1257/rct.7084-1.1,2021,crossref,https://doi.org/10.1257/rct.7084-1.1,,Borja Pérez-Viana,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7084-1.1,go for it while you can: insurance panel experiment na aea randomized controlled trials crossref,TRUE,,FALSE,0.86710767586792,TRUE,0,1
Internal constraints to risk-sharing and demand for insurance: A lab-in-the-field analysis in Ghana,10.1257/rct.5290-1.1,2020,crossref,https://doi.org/10.1257/rct.5290-1.1,,Richard Gallenstein,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.5290-1.1,internal constraints to risk-sharing and demand for insurance: a lab-in-the-field analysis in ghana na aea randomized controlled trials crossref,TRUE,,FALSE,0.890438243981996,TRUE,0,1
"Contributions of risk information frame to perceived risk, time orientation, and cancer drugs insurance purchasing decisions: based on a nationwide online survey experiment",10.21203/rs.3.rs-4570011/v1,2024,crossref,https://doi.org/10.21203/rs.3.rs-4570011/v1,"Abstract
        As one of the most populous countries with the highest number of cancer patients worldwide, China is actively promoting emerging commercial cancer drugs insurance (CDI) to address the increasingly serious cancer burden. However, providers are uncertain whether the risk information they design in their promotional advertising is effective for expanding CDI that primarily sold online. In this paper, we present a randomized online survey experiment nationally, to understand the unique ability of low/high risk information frame (LRIF/HRIF) in shaping individuals' CDI purchasing decisions. The results reveal that the LRIF which being used by providers is ineffective, the effect of shifting LRIF to HRIF in advertising increasing 43.7% for stimulating purchasing decisions. A possible mechanism may depend on HRIF restraining present-oriented attitude and reinforcing future-oriented attitude with the mediating role of perceived risk. These results suggest that further employing HRIF to develop advertising toolkits effectively would critical for promoting CDI expansion.",Zhenyu Sun; Ziying Zhang; Xi Chen; Dongfu Qian,,insurance_base,10.21203/rs.3.rs-4570011/v1,"contributions of risk information frame to perceived risk, time orientation, and cancer drugs insurance purchasing decisions: based on a nationwide online survey experiment abstract
        as one of the most populous countries with the highest number of cancer patients worldwide, china is actively promoting emerging commercial cancer drugs insurance (cdi) to address the increasingly serious cancer burden. however, providers are uncertain whether the risk information they design in their promotional advertising is effective for expanding cdi that primarily sold online. in this paper, we present a randomized online survey experiment nationally, to understand the unique ability of low/high risk information frame (lrif/hrif) in shaping individuals' cdi purchasing decisions. the results reveal that the lrif which being used by providers is ineffective, the effect of shifting lrif to hrif in advertising increasing 43.7% for stimulating purchasing decisions. a possible mechanism may depend on hrif restraining present-oriented attitude and reinforcing future-oriented attitude with the mediating role of perceived risk. these results suggest that further employing hrif to develop advertising toolkits effectively would critical for promoting cdi expansion. na crossref",TRUE,,FALSE,0.870196572884602,TRUE,1,1
Go for It while You Can: Insurance Panel Experiment,10.1257/rct.7084,2021,crossref,https://doi.org/10.1257/rct.7084,,Borja Pérez-Viana,AEA Randomized Controlled Trials,insurance_base,10.1257/rct.7084,go for it while you can: insurance panel experiment na aea randomized controlled trials crossref,TRUE,,FALSE,0.86710767586792,TRUE,0,1
